,Year,Lung
0,1999,5.8
1,2000,6.5
2,2001,6.8
3,2002,5.6
4,2003,5.7
5,2004,4.8
6,2005,5.3
7,2006,5.0
8,2007,4.8
9,2008,4.9
10,2009,4.6
11,2010,5.0
12,2011,4.6
13,2012,4.5
14,2013,5.0
15,2014,4.5
16,2015,4.1
0,2016,4.754294306737605
1,2017,4.195169707893909
2,2018,2.8796521089250673
3,2019,0.578326318980967
4,2020,1.9279836149895146
5,2021,0.0
6,2022,0.4350800016148957
7,2023,0.19696390454575097
8,2024,0.0
9,2025,0.6659821977330873
