,Year,Lung
0,1999,1.2
1,2000,1.3
2,2001,1.2
3,2002,1.5
4,2003,1.3
5,2004,1.3
6,2005,1.0
7,2006,1.1
8,2007,1.2
9,2008,1.0
10,2009,1.1
11,2010,1.1
12,2011,1.0
13,2012,0.8
14,2013,1.1
15,2014,0.8
16,2015,1.5
0,2016,0.47378816008493807
1,2017,2.064477873600927
2,2018,0.0
3,2019,5.296105913706556
4,2020,0.0
5,2021,16.04276368581426
6,2022,0.0
7,2023,55.007013671693144
8,2024,0.0
9,2025,192.43204611076746
