,Year,Lung
0,1999,2.1
1,2000,1.8
2,2001,1.8
3,2002,1.8
4,2003,2.0
5,2004,2.0
6,2005,2.1
7,2006,2.0
8,2007,1.9
9,2008,2.5
10,2009,2.5
11,2010,2.0
12,2011,2.0
13,2012,2.7
14,2013,1.8
15,2014,2.2
16,2015,2.3
0,2016,2.805218629657112
1,2017,1.6630342258237676
2,2018,2.914715235059607
3,2019,2.0413988624884505
4,2020,0.701826640863344
5,2021,2.547921622624447
6,2022,1.208791733690725
7,2023,0.3170372840531308
8,2024,1.3682699579837814
9,2025,2.2553203828376227
