,Year,Nasal
0,1999,0.9
1,2000,0.7
2,2001,0.8
3,2002,0.9
4,2003,0.7
5,2004,0.8
6,2005,1.1
7,2006,0.8
8,2007,1.0
9,2008,1.1
10,2009,1.3
11,2010,0.7
12,2011,1.1
13,2012,1.2
14,2013,1.0
15,2014,1.2
16,2015,0.7
0,2016,1.688317648290413
1,2017,1.315165348814107
2,2018,1.4833198573983295
3,2019,0.8544109439012931
4,2020,1.354120739001074
5,2021,0.2581295754222297
6,2022,1.7495588846628887
7,2023,0.0
8,2024,2.8735039360405685
9,2025,0.0
