,Year,Lung
0,1999,9.0
1,2000,9.8
2,2001,7.4
3,2002,7.0
4,2003,7.5
5,2004,8.6
6,2005,8.2
7,2006,9.3
8,2007,6.5
9,2008,5.0
10,2009,7.5
11,2010,9.4
12,2011,9.1
13,2012,4.5
14,2013,8.4
15,2014,7.5
16,2015,7.4
0,2016,6.879856926932306
1,2017,9.5323870156514
2,2018,7.202305204519516
3,2019,7.651717456469343
4,2020,5.44007108494247
5,2021,8.408157395829104
6,2022,0.0
7,2023,10.45593525064984
8,2024,0.0
9,2025,9.589923280691508
