,Year,Lung
0,1999,9.1
1,2000,9.6
2,2001,9.5
3,2002,8.1
4,2003,8.9
5,2004,10.6
6,2005,8.0
7,2006,6.9
8,2007,7.5
9,2008,8.4
10,2009,8.0
11,2010,7.2
12,2011,6.3
13,2012,7.7
14,2013,6.8
15,2014,7.0
16,2015,5.7
0,2016,6.274415167278264
1,2017,6.3238410860177465
2,2018,6.6917753612581805
3,2019,6.175861781982498
4,2020,1.985472284882734
5,2021,4.613324686145277
6,2022,0.0
7,2023,5.076499323892238
8,2024,0.0
9,2025,6.468964355478235
