,Year,Lung
0,1999,8.5
1,2000,8.0
2,2001,9.3
3,2002,8.4
4,2003,5.8
5,2004,7.9
6,2005,8.0
7,2006,6.5
8,2007,6.4
9,2008,8.0
10,2009,6.8
11,2010,6.6
12,2011,7.4
13,2012,6.4
14,2013,6.5
15,2014,5.5
16,2015,7.9
0,2016,4.389598042916996
1,2017,13.983016723801779
2,2018,0.0
3,2019,31.587330007779393
4,2020,0.0
5,2021,111.20955298228766
6,2022,0.0
7,2023,429.901039691477
8,2024,0.0
9,2025,1697.314887552211
