,Year,Nasal
0,1999,1.0
1,2000,1.0
2,2001,0.7
3,2002,1.1
4,2003,1.2
5,2004,0.9
6,2005,1.1
7,2006,1.1
8,2007,1.2
9,2008,1.1
10,2009,1.1
11,2010,1.1
12,2011,0.8
13,2012,1.0
14,2013,1.2
15,2014,1.1
16,2015,1.0
0,2016,1.0312675887063185
1,2017,0.6449124717930517
2,2018,0.9206136234582152
3,2019,0.3804222793339257
4,2020,0.4156243591495712
5,2021,0.26150503461702646
6,2022,0.14630593877077305
7,2023,0.27507092836536345
8,2024,0.018885942835471393
9,2025,0.1451875142546895
