,Year,Lung
0,1999,7.1
1,2000,8.1
2,2001,7.9
3,2002,7.5
4,2003,7.9
5,2004,8.7
6,2005,9.6
7,2006,10.0
8,2007,8.9
9,2008,7.9
10,2009,10.2
11,2010,7.0
12,2011,8.3
13,2012,10.2
14,2013,8.1
15,2014,9.6
16,2015,7.7
0,2016,7.715679975259711
1,2017,7.456847324567355
2,2018,6.170273574628805
3,2019,2.962191628873377
4,2020,8.025697724890009
5,2021,0.0
6,2022,5.249081915648796
7,2023,1.6036917685608643
8,2024,0.0
9,2025,9.166365808391069
