,Year,Lung
0,1999,1.9
1,2000,2.0
2,2001,1.5
3,2002,1.9
4,2003,2.0
5,2004,1.1
6,2005,1.5
7,2006,1.6
8,2007,1.8
9,2008,2.5
10,2009,1.5
11,2010,1.7
12,2011,1.7
13,2012,1.5
14,2013,1.4
15,2014,1.5
16,2015,1.4
0,2016,1.5089091996766661
1,2017,0.8277250690863055
2,2018,0.9192542701478492
3,2019,0.6509000486824992
4,2020,0.9427327882683244
5,2021,0.29187929305954574
6,2022,0.24311167889451601
7,2023,0.2733306444009419
8,2024,0.03703565170063111
9,2025,0.3628776137052435
