,Year,Lung
0,1999,7.1
1,2000,7.9
2,2001,7.7
3,2002,6.1
4,2003,7.6
5,2004,6.9
6,2005,6.6
7,2006,8.9
8,2007,6.0
9,2008,6.6
10,2009,6.7
11,2010,5.7
12,2011,6.2
13,2012,6.8
14,2013,7.4
15,2014,7.2
16,2015,6.0
0,2016,5.569127187670096
1,2017,3.856177049341888
2,2018,4.6427732479866135
3,2019,4.95884936426353
4,2020,7.400026744600375
5,2021,2.3618252539740485
6,2022,1.6669305001021426
7,2023,0.7093017979173906
8,2024,0.7730449098487691
9,2025,3.7280687046184378
