,Year,Nasal
0,1999,0.6
1,2000,0.5
2,2001,0.6
3,2002,0.6
4,2003,0.5
5,2004,0.6
6,2005,0.6
7,2006,0.6
8,2007,0.5
9,2008,0.5
10,2009,0.5
11,2010,0.5
12,2011,0.4
13,2012,0.5
14,2013,0.5
15,2014,0.4
16,2015,0.4
0,2016,0.45028901734104076
1,2017,0.2664713154465577
2,2018,0.27534260215457784
3,2019,0.1464822536295804
4,2020,0.007436064545038229
5,2021,0.06487521162310608
6,2022,0.03562805803772422
7,2023,0.0
8,2024,0.0
9,2025,0.0035616162390830347
