,Year,Lung
0,1999,1.7
1,2000,1.4
2,2001,1.5
3,2002,1.2
4,2003,1.1
5,2004,1.3
6,2005,1.3
7,2006,1.1
8,2007,1.2
9,2008,1.3
10,2009,1.3
11,2010,0.9
12,2011,1.0
13,2012,0.9
14,2013,1.2
15,2014,1.0
16,2015,1.2
0,2016,0.8518285336925872
1,2017,0.5541052196673183
2,2018,0.29873691182186846
3,2019,0.8838040311096073
4,2020,0.0
5,2021,0.8828760070931252
6,2022,0.0
7,2023,1.4748758655483742
8,2024,0.0
9,2025,2.901841562686661
