,Year,Lung
0,1999,2.0
1,2000,1.7
2,2001,2.1
3,2002,1.5
4,2003,2.0
5,2004,2.3
6,2005,2.0
7,2006,2.4
8,2007,1.8
9,2008,2.2
10,2009,1.9
11,2010,2.1
12,2011,2.3
13,2012,2.5
14,2013,2.4
15,2014,1.9
16,2015,2.2
0,2016,2.0588485437226742
1,2017,2.320591404631825
2,2018,1.3080317609064651
3,2019,2.735966649972017
4,2020,0.8559152389791804
5,2021,2.269751496171486
6,2022,0.0
7,2023,2.5854848692657875
8,2024,0.0
9,2025,3.7943812867445867
