,Year,Lung
0,1999,8.0
1,2000,7.8
2,2001,8.8
3,2002,8.6
4,2003,7.8
5,2004,6.3
6,2005,7.4
7,2006,8.7
8,2007,7.7
9,2008,7.1
10,2009,8.1
11,2010,7.3
12,2011,5.6
13,2012,6.7
14,2013,7.1
15,2014,7.9
16,2015,6.5
0,2016,6.410914250674612
1,2017,3.3567688923322008
2,2018,7.58534148666389
3,2019,5.147007584022385
4,2020,1.8715128024996774
5,2021,4.862510992048396
6,2022,2.4843620290440764
7,2023,0.0
8,2024,3.228359354910485
9,2025,2.3268473868683115
