,Year,Lung
0,1999,1.6
1,2000,1.3
2,2001,1.4
3,2002,0.8
4,2003,1.4
5,2004,1.6
6,2005,2.0
7,2006,1.6
8,2007,1.1
9,2008,1.3
10,2009,1.2
11,2010,1.7
12,2011,1.2
13,2012,1.4
14,2013,1.3
15,2014,1.3
16,2015,0.9
0,2016,0.8427457370678978
1,2017,0.2476099077625009
2,2018,0.1576117241095332
3,2019,0.5493897949178539
4,2020,0.05628583110826557
5,2021,0.0
6,2022,0.0
7,2023,0.09691730260997644
8,2024,0.0
9,2025,0.007600207744782761
