,Year,Lung
0,1999,5.5
1,2000,6.8
2,2001,7.2
3,2002,6.4
4,2003,8.8
5,2004,9.8
6,2005,7.7
7,2006,7.1
8,2007,8.4
9,2008,8.4
10,2009,7.7
11,2010,8.4
12,2011,10.4
13,2012,6.4
14,2013,8.1
15,2014,9.4
16,2015,7.1
0,2016,7.130229915514834
1,2017,8.890314166762707
2,2018,7.644496657784234
3,2019,2.6578329769116213
4,2020,6.293335863760595
5,2021,4.65089411586921
6,2022,0.0
7,2023,5.165280788216437
8,2024,1.5182457037808499
9,2025,0.0
