,Year,Lung
0,1999,2.5
1,2000,2.1
2,2001,1.6
3,2002,1.7
4,2003,1.6
5,2004,2.1
6,2005,1.6
7,2006,1.9
8,2007,2.0
9,2008,1.9
10,2009,2.3
11,2010,2.3
12,2011,2.2
13,2012,2.1
14,2013,1.8
15,2014,2.2
16,2015,2.1
0,2016,2.123268619447224
1,2017,1.3454317723357545
2,2018,0.8486002833832409
3,2019,0.5003158818302664
4,2020,0.6420997633529406
5,2021,0.0
6,2022,0.49877431397552885
7,2023,0.0
8,2024,0.33595183385313654
9,2025,0.0
