,Year,Lung
0,1999,6.5
1,2000,5.6
2,2001,5.0
3,2002,5.9
4,2003,5.5
5,2004,4.2
6,2005,5.8
7,2006,4.8
8,2007,5.1
9,2008,4.9
10,2009,4.0
11,2010,4.7
12,2011,4.2
13,2012,3.8
14,2013,4.4
15,2014,4.5
16,2015,4.6
0,2016,4.36339305255318
1,2017,3.072792628904719
2,2018,2.4480475498466685
3,2019,1.6449420425088093
4,2020,2.7983700957283326
5,2021,0.29612611293112
6,2022,1.6271327116946372
7,2023,0.0
8,2024,0.5641284578720631
9,2025,0.48932907362552247
