,Year,Nasal
0,1999,0.9
1,2000,0.8
2,2001,1.0
3,2002,0.8
4,2003,0.9
5,2004,0.8
6,2005,0.9
7,2006,1.0
8,2007,1.1
9,2008,0.9
10,2009,1.0
11,2010,1.2
12,2011,1.0
13,2012,1.3
14,2013,1.2
15,2014,0.8
16,2015,1.1
0,2016,1.3924937259584544
1,2017,1.0263326552261232
2,2018,1.848904745772027
3,2019,1.1083669801138398
4,2020,0.9865927405802146
5,2021,1.4992009886880997
6,2022,0.0
7,2023,1.308755670801977
8,2024,1.4033324671520082
9,2025,0.0
