,Year,Lung
0,1999,12.6
1,2000,13.0
2,2001,12.5
3,2002,11.6
4,2003,12.0
5,2004,11.2
6,2005,11.3
7,2006,10.6
8,2007,10.4
9,2008,9.8
10,2009,10.3
11,2010,10.3
12,2011,9.9
13,2012,9.4
14,2013,9.3
15,2014,9.5
16,2015,8.7
0,2016,8.33640448548791
1,2017,2.109077520808407
2,2018,5.05358201746718
3,2019,5.115362219963354
4,2020,0.0
5,2021,0.0
6,2022,2.0287461632711183
7,2023,1.578380376492651
8,2024,0.0
9,2025,0.0
