,Year,Lung
0,1999,4.4
1,2000,4.3
2,2001,4.2
3,2002,4.7
4,2003,3.2
5,2004,3.3
6,2005,4.0
7,2006,4.1
8,2007,3.9
9,2008,3.5
10,2009,3.4
11,2010,4.0
12,2011,4.6
13,2012,3.6
14,2013,4.3
15,2014,4.6
16,2015,4.0
0,2016,4.350752366921113
1,2017,3.1329101226528335
2,2018,4.118384570491019
3,2019,2.2245994727474567
4,2020,2.4665506830748454
5,2021,1.2422230914439765
6,2022,1.304725100866163
7,2023,1.5947938138975706
8,2024,0.28876027503706836
9,2025,1.2620916136458806
