,Year,Lung
0,1999,2.1
1,2000,1.7
2,2001,2.1
3,2002,2.3
4,2003,2.7
5,2004,1.8
6,2005,1.5
7,2006,1.8
8,2007,1.1
9,2008,1.5
10,2009,2.2
11,2010,1.9
12,2011,1.9
13,2012,1.7
14,2013,1.5
15,2014,1.4
16,2015,1.7
0,2016,1.752225986569039
1,2017,0.30174539048727556
2,2018,0.9733952976676975
3,2019,0.3165670770028321
4,2020,0.4077621908307157
5,2021,1.354112625572161
6,2022,0.0
7,2023,0.0
8,2024,0.6934546027157988
9,2025,0.0
