,Year,Lung
0,1999,1.9
1,2000,2.0
2,2001,2.0
3,2002,2.2
4,2003,2.4
5,2004,2.6
6,2005,1.6
7,2006,2.0
8,2007,1.9
9,2008,1.7
10,2009,2.2
11,2010,1.9
12,2011,2.3
13,2012,1.8
14,2013,2.3
15,2014,2.2
16,2015,2.0
0,2016,2.156158917253916
1,2017,2.005783873588747
2,2018,1.2846408553122748
3,2019,1.7152898109711132
4,2020,1.0242110547429475
5,2021,1.0727472740341673
6,2022,0.4571029965100286
7,2023,0.7063656270780201
8,2024,0.25711236253584113
9,2025,0.5546742433865068
