,Year,Lung
0,1999,4.9
1,2000,4.8
2,2001,4.7
3,2002,4.6
4,2003,4.4
5,2004,4.3
6,2005,4.6
7,2006,4.2
8,2007,4.6
9,2008,4.4
10,2009,3.9
11,2010,4.2
12,2011,4.3
13,2012,4.2
14,2013,4.0
15,2014,3.8
16,2015,3.8
0,2016,4.047035688222022
1,2017,4.465153190683312
2,2018,4.366190480113792
3,2019,3.4731080860470467
4,2020,3.7992496927999406
5,2021,1.4652159118394923
6,2022,2.5658665162258
7,2023,1.790790379618194
8,2024,1.6012285967539854
9,2025,1.6000253924610466
