,Year,Lung
0,1999,8.1
1,2000,8.5
2,2001,8.4
3,2002,7.7
4,2003,6.1
5,2004,7.6
6,2005,6.7
7,2006,7.2
8,2007,7.5
9,2008,6.5
10,2009,6.7
11,2010,5.9
12,2011,5.0
13,2012,4.1
14,2013,6.5
15,2014,4.4
16,2015,4.5
0,2016,4.869660292761025
1,2017,3.110416180030037
2,2018,2.0738874222193187
3,2019,2.489218733317783
4,2020,2.1270981790276764
5,2021,1.632229836795356
6,2022,0.1587589120191022
7,2023,0.30504272230763085
8,2024,0.0
9,2025,0.09562378072658184
