,Year,Lung
0,1999,8.8
1,2000,7.4
2,2001,8.8
3,2002,8.8
4,2003,8.4
5,2004,9.1
6,2005,7.6
7,2006,6.9
8,2007,7.5
9,2008,7.5
10,2009,7.3
11,2010,5.5
12,2011,5.8
13,2012,6.0
14,2013,6.4
15,2014,5.6
16,2015,5.2
0,2016,4.578799782751142
1,2017,3.5862874840050054
2,2018,5.1955841674410355
3,2019,3.964727104256723
4,2020,1.3226671620393682
5,2021,0.9085057767626705
6,2022,1.0303232629889658
7,2023,0.8529192164708843
8,2024,0.0
9,2025,0.0
