,Year,Nasal
0,1999,0.9
1,2000,0.8
2,2001,0.7
3,2002,1.3
4,2003,0.8
5,2004,0.8
6,2005,0.9
7,2006,0.9
8,2007,1.1
9,2008,0.9
10,2009,0.7
11,2010,0.8
12,2011,1.0
13,2012,0.8
14,2013,1.0
15,2014,1.0
16,2015,0.9
0,2016,0.9285198746586252
1,2017,0.7428962109101439
2,2018,1.0289875202043954
3,2019,0.6851533604620927
4,2020,0.7263152584001755
5,2021,0.3754393352991646
6,2022,0.38062625770307446
7,2023,0.4618021401846097
8,2024,0.2418925114231568
9,2025,0.31103405418381236
