,Year,Lung
0,1999,1.9
1,2000,2.3
2,2001,2.6
3,2002,2.5
4,2003,2.7
5,2004,2.2
6,2005,2.4
7,2006,2.5
8,2007,2.2
9,2008,2.6
10,2009,2.6
11,2010,2.5
12,2011,2.4
13,2012,2.5
14,2013,3.2
15,2014,2.1
16,2015,2.3
0,2016,3.073731612542797
1,2017,3.0350504462119
2,2018,3.1132276007800224
3,2019,1.429884090105753
4,2020,2.392689337954846
5,2021,1.1427209489308985
6,2022,1.5295857298659428
7,2023,1.288216443767633
8,2024,0.20873842296691003
9,2025,2.019410892999707
