,Year,Lung
0,1999,7.4
1,2000,7.8
2,2001,6.0
3,2002,5.8
4,2003,6.5
5,2004,7.3
6,2005,6.9
7,2006,6.5
8,2007,5.7
9,2008,6.0
10,2009,6.8
11,2010,6.0
12,2011,6.5
13,2012,5.7
14,2013,6.7
15,2014,6.2
16,2015,6.1
0,2016,6.183974726268946
1,2017,6.948802660775619
2,2018,3.3038419794825673
3,2019,8.37173679715014
4,2020,0.0
5,2021,8.579890574167306
6,2022,0.0
7,2023,13.502998251097601
8,2024,0.0
9,2025,23.517750482828887
