,Year,Lung
0,1999,7.3
1,2000,8.7
2,2001,7.1
3,2002,6.3
4,2003,8.2
5,2004,8.1
6,2005,7.8
7,2006,6.9
8,2007,6.5
9,2008,6.1
10,2009,6.7
11,2010,6.6
12,2011,4.5
13,2012,5.2
14,2013,4.5
15,2014,4.5
16,2015,5.8
0,2016,3.5648539360593823
1,2017,3.0962738350573007
2,2018,2.9630974640426286
3,2019,0.14808039508273918
4,2020,5.320003938864363
5,2021,0.0
6,2022,3.554038047289998
7,2023,0.0
8,2024,0.0
9,2025,5.7870754260205635
