,Year,Lung
0,1999,8.8
1,2000,9.5
2,2001,8.9
3,2002,8.9
4,2003,8.2
5,2004,9.5
6,2005,9.2
7,2006,9.0
8,2007,10.3
9,2008,10.1
10,2009,10.1
11,2010,11.0
12,2011,11.5
13,2012,9.1
14,2013,8.6
15,2014,8.4
16,2015,8.8
0,2016,10.111469500501133
1,2017,3.4638147748447925
2,2018,5.048406393563733
3,2019,4.27328128730251
4,2020,5.037133042600434
5,2021,9.596137322046904
6,2022,4.698401360262029
7,2023,0.0
8,2024,1.0248375927072315
9,2025,0.2927920977191889
