,Year,Lung
0,1999,9.4
1,2000,10.8
2,2001,10.1
3,2002,10.1
4,2003,9.1
5,2004,9.9
6,2005,10.2
7,2006,10.1
8,2007,10.5
9,2008,10.7
10,2009,10.5
11,2010,10.4
12,2011,10.9
13,2012,11.9
14,2013,11.2
15,2014,10.3
16,2015,9.8
0,2016,10.287364510299726
1,2017,0.07224026913815379
2,2018,5.519727554732454
3,2019,10.406062693903852
4,2020,2.985222575803889
5,2021,0.0
6,2022,3.5509840683968905
7,2023,3.2719684267916804
8,2024,0.0
9,2025,0.8429740779698642
