,Year,Lung
0,1999,9.9
1,2000,7.0
2,2001,7.4
3,2002,7.2
4,2003,9.3
5,2004,9.5
6,2005,10.5
7,2006,11.2
8,2007,7.1
9,2008,10.5
10,2009,9.2
11,2010,9.9
12,2011,9.9
13,2012,6.3
14,2013,8.6
15,2014,6.8
16,2015,6.4
0,2016,8.11329532656115
1,2017,2.389170831410576
2,2018,2.2252894688355616
3,2019,0.5109826631621108
4,2020,2.0115755484369844
5,2021,0.4964872586972251
6,2022,0.0
7,2023,0.9079693115204608
8,2024,0.0
9,2025,1.9577619827022723
