,Year,Lung
0,1999,8.2
1,2000,6.0
2,2001,6.4
3,2002,6.9
4,2003,7.7
5,2004,7.3
6,2005,10.1
7,2006,8.3
8,2007,6.6
9,2008,7.5
10,2009,6.2
11,2010,8.8
12,2011,7.6
13,2012,7.7
14,2013,6.3
15,2014,7.7
16,2015,5.1
0,2016,8.285980743367748
1,2017,6.240692293207921
2,2018,5.3824530446940955
3,2019,4.854133432864771
4,2020,5.550123747860703
5,2021,4.087797732557983
6,2022,3.081818939904988
7,2023,2.050925748065441
8,2024,2.0230776714934895
9,2025,1.473823374853009
