,Year,Lung
0,1999,10.2
1,2000,8.8
2,2001,9.9
3,2002,9.4
4,2003,9.4
5,2004,8.8
6,2005,9.0
7,2006,7.9
8,2007,10.9
9,2008,7.6
10,2009,9.1
11,2010,9.5
12,2011,6.7
13,2012,7.9
14,2013,8.6
15,2014,8.6
16,2015,9.0
0,2016,7.468150698207542
1,2017,8.565691120319691
2,2018,7.247093383676095
3,2019,10.640779452469973
4,2020,7.550228493421217
5,2021,6.012486040947856
6,2022,1.0454734881213508
7,2023,7.235494002520083
8,2024,0.6247548202772251
9,2025,9.605761373382808
