,Year,Lung
0,1999,2.0
1,2000,2.0
2,2001,2.4
3,2002,2.2
4,2003,2.1
5,2004,2.1
6,2005,2.3
7,2006,2.1
8,2007,2.0
9,2008,2.4
10,2009,2.3
11,2010,2.8
12,2011,2.4
13,2012,2.5
14,2013,1.9
15,2014,2.2
16,2015,2.1
0,2016,2.739391794348106
1,2017,1.3754313827940676
2,2018,1.0218472461587162
3,2019,1.5863155475044144
4,2020,1.563951589500057
5,2021,1.5623780498506
6,2022,0.3555117297825565
7,2023,0.5464880340320377
8,2024,0.0
9,2025,1.3134469566948614
