,Year,Lung
0,1999,5.7
1,2000,5.6
2,2001,5.2
3,2002,5.3
4,2003,5.6
5,2004,5.2
6,2005,5.1
7,2006,5.9
8,2007,5.3
9,2008,5.2
10,2009,4.5
11,2010,4.8
12,2011,4.7
13,2012,4.9
14,2013,5.6
15,2014,5.3
16,2015,5.1
0,2016,4.84657589438235
1,2017,1.7728809063458435
2,2018,2.5914344271462184
3,2019,2.8046490412831346
4,2020,3.507355548302557
5,2021,2.7307063496699797
6,2022,0.6771923327314193
7,2023,0.24237831809644228
8,2024,0.5673376321511245
9,2025,0.7396715161611347
